freq_hz,if2_gain_db
201500000.0,-80.0
202000000.0,-80.0
202500000.0,-80.0
203000000.0,-80.0
203500000.0,-80.0
204000000.0,-80.0
204500000.0,-80.0
205000000.0,-80.0
205500000.0,-80.0
206000000.0,-80.0
206500000.0,-80.0
207000000.0,-80.0
207500000.0,-80.0
208000000.0,-80.0
208500000.0,-80.0
209000000.0,-80.0
209500000.0,-80.0
210000000.0,-80.0
210500000.0,-80.0
211000000.0,-80.0
211500000.0,-80.0
212000000.0,-80.0
212500000.0,-80.0
213000000.0,-80.0
213500000.0,-80.0
214000000.0,-80.0
214500000.0,-80.0
215000000.0,-80.0
215500000.0,-80.0
216000000.0,-80.0
216500000.0,-80.0
217000000.0,-80.0
217500000.0,-80.0
218000000.0,-80.0
218500000.0,-80.0
219000000.0,-80.0
219500000.0,-80.0
220000000.0,-80.0
220500000.0,-80.0
221000000.0,-80.0
221500000.0,-80.0
222000000.0,-80.0
222500000.0,-80.0
223000000.0,-80.0
223500000.0,-80.0
224000000.0,-80.0
224500000.0,-80.0
225000000.0,-80.0
225500000.0,-80.0
226000000.0,-80.0
226500000.0,-80.0
227000000.0,-80.0
227500000.0,-80.0
228000000.0,-80.0
228500000.0,-80.0
229000000.0,-80.0
229500000.0,-80.0
230000000.0,-80.0
230500000.0,-80.0
231000000.0,-80.0
231500000.0,-80.0
232000000.0,-80.0
232500000.0,-80.0
233000000.0,-80.0
233500000.0,-80.0
234000000.0,-80.0
234500000.0,-80.0
235000000.0,-80.0
235500000.0,-80.0
236000000.0,-80.0
236500000.0,-80.0
237000000.0,-80.0
237500000.0,-80.0
238000000.0,-80.0
238500000.0,-80.0
239000000.0,-80.0
239500000.0,-80.0
240000000.0,-80.0
240500000.0,-80.0
241000000.0,-80.0
241500000.0,-80.0
242000000.0,-80.0
242500000.0,-80.0
243000000.0,-80.0
243500000.0,-80.0
244000000.0,-80.0
244500000.0,-80.0
245000000.0,-80.0
245500000.0,-80.0
246000000.0,-80.0
246500000.0,-80.0
247000000.0,-80.0
247500000.0,-80.0
248000000.0,-80.0
248500000.0,-80.0
249000000.0,-80.0
249500000.0,-80.0
250000000.0,-80.0
250500000.0,-80.0
251000000.0,-80.0
251500000.0,-80.0
252000000.0,-80.0
252500000.0,-80.0
253000000.0,-80.0
253500000.0,-80.0
254000000.0,-80.0
254500000.0,-80.0
255000000.0,-80.0
255500000.0,-80.0
256000000.0,-80.0
256500000.0,-80.0
257000000.0,-80.0
257500000.0,-80.0
258000000.0,-80.0
258500000.0,-80.0
259000000.0,-80.0
259500000.0,-80.0
260000000.0,-80.0
260500000.0,-80.0
261000000.0,-80.0
261500000.0,-80.0
262000000.0,-80.0
262500000.0,-80.0
263000000.0,-80.0
263500000.0,-80.0
264000000.0,-80.0
264500000.0,-80.0
265000000.0,-80.0
265500000.0,-80.0
266000000.0,-80.0
266500000.0,-80.0
267000000.0,-80.0
267500000.0,-80.0
268000000.0,-80.0
268500000.0,-80.0
269000000.0,-80.0
269500000.0,-80.0
270000000.0,-80.0
270500000.0,-80.0
271000000.0,-80.0
271500000.0,-80.0
272000000.0,-80.0
272500000.0,-80.0
273000000.0,-80.0
273500000.0,-80.0
274000000.0,-80.0
274500000.0,-80.0
275000000.0,-80.0
275500000.0,-80.0
276000000.0,-80.0
276500000.0,-80.0
277000000.0,-80.0
277500000.0,-80.0
278000000.0,-80.0
278500000.0,-80.0
279000000.0,-80.0
279500000.0,-80.0
280000000.0,-80.0
280500000.0,-80.0
281000000.0,-80.0
281500000.0,-80.0
282000000.0,-80.0
282500000.0,-80.0
283000000.0,-80.0
283500000.0,-80.0
284000000.0,-80.0
284500000.0,-80.0
285000000.0,-80.0
285500000.0,-80.0
286000000.0,-80.0
286500000.0,-80.0
287000000.0,-80.0
287500000.0,-80.0
288000000.0,-80.0
288500000.0,-80.0
289000000.0,-80.0
289500000.0,-80.0
290000000.0,-80.0
290500000.0,-80.0
291000000.0,-80.0
291500000.0,-80.0
292000000.0,-80.0
292500000.0,-80.0
293000000.0,-80.0
293500000.0,-80.0
294000000.0,-80.0
294500000.0,-80.0
295000000.0,-80.0
295500000.0,-80.0
296000000.0,-80.0
296500000.0,-80.0
297000000.0,-80.0
297500000.0,-80.0
298000000.0,-80.0
298500000.0,-80.0
299000000.0,-80.0
299500000.0,-80.0
300000000.0,-80.0
300500000.0,-80.0
301000000.0,-80.0
301500000.0,-80.0
302000000.0,-80.0
302500000.0,-80.0
303000000.0,-80.0
303500000.0,-80.0
304000000.0,-80.0
304500000.0,-80.0
305000000.0,-80.0
305500000.0,-80.0
306000000.0,-80.0
306500000.0,-80.0
307000000.0,-80.0
307500000.0,-80.0
308000000.0,-80.0
308500000.0,-80.0
309000000.0,-80.0
309500000.0,-80.0
310000000.0,-80.0
310500000.0,-80.0
311000000.0,-80.0
311500000.0,-80.0
312000000.0,-80.0
312500000.0,-80.0
313000000.0,-80.0
313500000.0,-80.0
314000000.0,-80.0
314500000.0,-80.0
315000000.0,-80.0
315500000.0,-80.0
316000000.0,-80.0
316500000.0,-80.0
317000000.0,-80.0
317500000.0,-80.0
318000000.0,-80.0
318500000.0,-80.0
319000000.0,-80.0
319500000.0,-80.0
320000000.0,-80.0
320500000.0,-80.0
321000000.0,-80.0
321500000.0,-80.0
322000000.0,-80.0
322500000.0,-80.0
323000000.0,-80.0
323500000.0,-80.0
324000000.0,-80.0
324500000.0,-80.0
325000000.0,-80.0
325500000.0,-80.0
326000000.0,-80.0
326500000.0,-80.0
327000000.0,-80.0
327500000.0,-80.0
328000000.0,-80.0
328500000.0,-80.0
329000000.0,-80.0
329500000.0,-80.0
330000000.0,-80.0
330500000.0,-80.0
331000000.0,-80.0
331500000.0,-80.0
332000000.0,-80.0
332500000.0,-80.0
333000000.0,-80.0
333500000.0,-80.0
334000000.0,-80.0
334500000.0,-80.0
335000000.0,-80.0
335500000.0,-80.0
336000000.0,-80.0
336500000.0,-80.0
337000000.0,-80.0
337500000.0,-80.0
338000000.0,-80.0
338500000.0,-80.0
339000000.0,-80.0
339500000.0,-80.0
340000000.0,-80.0
340500000.0,-80.0
341000000.0,-80.0
341500000.0,-80.0
342000000.0,-80.0
342500000.0,-80.0
343000000.0,-80.0
343500000.0,-80.0
344000000.0,-80.0
344500000.0,-80.0
345000000.0,-80.0
345500000.0,-80.0
346000000.0,-80.0
346500000.0,-80.0
347000000.0,-80.0
347500000.0,-80.0
348000000.0,-80.0
348500000.0,-80.0
349000000.0,-80.0
349500000.0,-80.0
350000000.0,-80.0
350500000.0,-80.0
351000000.0,-80.0
351500000.0,-80.0
352000000.0,-80.0
352500000.0,-80.0
353000000.0,-80.0
353500000.0,-80.0
354000000.0,-80.0
354500000.0,-80.0
355000000.0,-80.0
355500000.0,-80.0
356000000.0,-80.0
356500000.0,-80.0
357000000.0,-80.0
357500000.0,-80.0
358000000.0,-80.0
358500000.0,-80.0
359000000.0,-80.0
359500000.0,-80.0
360000000.0,-80.0
360500000.0,-80.0
361000000.0,-80.0
361500000.0,-80.0
362000000.0,-80.0
362500000.0,-80.0
363000000.0,-80.0
363500000.0,-80.0
364000000.0,-80.0
364500000.0,-80.0
365000000.0,-80.0
365500000.0,-80.0
366000000.0,-80.0
366500000.0,-80.0
367000000.0,-80.0
367500000.0,-80.0
368000000.0,-80.0
368500000.0,-80.0
369000000.0,-80.0
369500000.0,-80.0
370000000.0,-80.0
370500000.0,-80.0
371000000.0,-80.0
371500000.0,-80.0
372000000.0,-80.0
372500000.0,-80.0
373000000.0,-80.0
373500000.0,-80.0
374000000.0,-80.0
374500000.0,-80.0
375000000.0,-80.0
375500000.0,-80.0
376000000.0,-80.0
376500000.0,-80.0
377000000.0,-80.0
377500000.0,-80.0
378000000.0,-80.0
378500000.0,-80.0
379000000.0,-80.0
379500000.0,-80.0
380000000.0,-80.0
380500000.0,-80.0
381000000.0,-80.0
381500000.0,-80.0
382000000.0,-80.0
382500000.0,-80.0
383000000.0,-80.0
383500000.0,-80.0
384000000.0,-80.0
384500000.0,-80.0
385000000.0,-80.0
385500000.0,-80.0
386000000.0,-80.0
386500000.0,-80.0
387000000.0,-80.0
387500000.0,-80.0
388000000.0,-80.0
388500000.0,-80.0
389000000.0,-80.0
389500000.0,-80.0
390000000.0,-80.0
390500000.0,-80.0
391000000.0,-80.0
391500000.0,-80.0
392000000.0,-80.0
392500000.0,-80.0
393000000.0,-80.0
393500000.0,-80.0
394000000.0,-80.0
394500000.0,-80.0
395000000.0,-80.0
395500000.0,-80.0
396000000.0,-80.0
396500000.0,-80.0
397000000.0,-80.0
397500000.0,-80.0
398000000.0,-80.0
398500000.0,-80.0
399000000.0,-80.0
399500000.0,-80.0
400000000.0,-80.0
400500000.0,-80.0
401000000.0,-80.0
401500000.0,-80.0
402000000.0,-80.0
402500000.0,-80.0
403000000.0,-80.0
403500000.0,-80.0
404000000.0,-80.0
404500000.0,-80.0
405000000.0,-80.0
405500000.0,-80.0
406000000.0,-80.0
406500000.0,-80.0
407000000.0,-80.0
407500000.0,-80.0
408000000.0,-80.0
408500000.0,-80.0
409000000.0,-80.0
409500000.0,-80.0
410000000.0,-80.0
410500000.0,-80.0
411000000.0,-80.0
411500000.0,-80.0
412000000.0,-80.0
412500000.0,-80.0
413000000.0,-80.0
413500000.0,-80.0
414000000.0,-80.0
414500000.0,-80.0
415000000.0,-80.0
415500000.0,-80.0
416000000.0,-80.0
416500000.0,-80.0
417000000.0,-80.0
417500000.0,-80.0
418000000.0,-80.0
418500000.0,-80.0
419000000.0,-80.0
419500000.0,-80.0
420000000.0,-80.0
420500000.0,-80.0
421000000.0,-80.0
421500000.0,-80.0
422000000.0,-80.0
422500000.0,-80.0
423000000.0,-80.0
423500000.0,-80.0
424000000.0,-80.0
424500000.0,-80.0
425000000.0,-80.0
425500000.0,-80.0
426000000.0,-80.0
426500000.0,-80.0
427000000.0,-80.0
427500000.0,-80.0
428000000.0,-80.0
428500000.0,-80.0
429000000.0,-80.0
429500000.0,-80.0
430000000.0,-80.0
430500000.0,-80.0
431000000.0,-80.0
431500000.0,-80.0
432000000.0,-80.0
432500000.0,-80.0
433000000.0,-80.0
433500000.0,-80.0
434000000.0,-80.0
434500000.0,-80.0
435000000.0,-80.0
435500000.0,-80.0
436000000.0,-80.0
436500000.0,-80.0
437000000.0,-80.0
437500000.0,-80.0
438000000.0,-80.0
438500000.0,-80.0
439000000.0,-80.0
439500000.0,-80.0
440000000.0,-80.0
440500000.0,-80.0
441000000.0,-80.0
441500000.0,-80.0
442000000.0,-80.0
442500000.0,-80.0
443000000.0,-80.0
443500000.0,-80.0
444000000.0,-80.0
444500000.0,-80.0
445000000.0,-80.0
445500000.0,-80.0
446000000.0,-80.0
446500000.0,-80.0
447000000.0,-80.0
447500000.0,-80.0
448000000.0,-80.0
448500000.0,-80.0
449000000.0,-80.0
449500000.0,-80.0
450000000.0,-80.0
450500000.0,-80.0
451000000.0,-80.0
451500000.0,-80.0
452000000.0,-80.0
452500000.0,-80.0
453000000.0,-80.0
453500000.0,-80.0
454000000.0,-80.0
454500000.0,-80.0
455000000.0,-80.0
455500000.0,-80.0
456000000.0,-80.0
456500000.0,-80.0
457000000.0,-80.0
457500000.0,-80.0
458000000.0,-80.0
458500000.0,-80.0
459000000.0,-80.0
459500000.0,-80.0
460000000.0,-80.0
460500000.0,-80.0
461000000.0,-80.0
461500000.0,-80.0
462000000.0,-80.0
462500000.0,-80.0
463000000.0,-80.0
463500000.0,-80.0
464000000.0,-80.0
464500000.0,-80.0
465000000.0,-80.0
465500000.0,-80.0
466000000.0,-80.0
466500000.0,-80.0
467000000.0,-80.0
467500000.0,-80.0
468000000.0,-80.0
468500000.0,-80.0
469000000.0,-80.0
469500000.0,-80.0
470000000.0,-80.0
470500000.0,-80.0
471000000.0,-80.0
471500000.0,-80.0
472000000.0,-80.0
472500000.0,-80.0
473000000.0,-80.0
473500000.0,-80.0
474000000.0,-80.0
474500000.0,-80.0
475000000.0,-80.0
475500000.0,-80.0
476000000.0,-80.0
476500000.0,-80.0
477000000.0,-80.0
477500000.0,-80.0
478000000.0,-80.0
478500000.0,-80.0
479000000.0,-80.0
479500000.0,-80.0
480000000.0,-80.0
480500000.0,-80.0
481000000.0,-80.0
481500000.0,-80.0
482000000.0,-80.0
482500000.0,-80.0
483000000.0,-80.0
483500000.0,-80.0
484000000.0,-80.0
484500000.0,-80.0
485000000.0,-80.0
485500000.0,-80.0
486000000.0,-80.0
486500000.0,-80.0
487000000.0,-80.0
487500000.0,-80.0
488000000.0,-80.0
488500000.0,-80.0
489000000.0,-80.0
489500000.0,-80.0
490000000.0,-80.0
490500000.0,-80.0
491000000.0,-80.0
491500000.0,-80.0
492000000.0,-80.0
492500000.0,-80.0
493000000.0,-80.0
493500000.0,-80.0
494000000.0,-80.0
494500000.0,-80.0
495000000.0,-80.0
495500000.0,-80.0
496000000.0,-80.0
496500000.0,-80.0
497000000.0,-80.0
497500000.0,-80.0
498000000.0,-80.0
498500000.0,-80.0
499000000.0,-80.0
499500000.0,-80.0
500000000.0,-80.0
500500000.0,-80.0
501000000.0,-80.0
501500000.0,-80.0
502000000.0,-80.0
502500000.0,-80.0
503000000.0,-80.0
503500000.0,-80.0
504000000.0,-80.0
504500000.0,-80.0
505000000.0,-80.0
505500000.0,-80.0
506000000.0,-80.0
506500000.0,-80.0
507000000.0,-80.0
507500000.0,-80.0
508000000.0,-80.0
508500000.0,-80.0
509000000.0,-80.0
509500000.0,-80.0
510000000.0,-80.0
510500000.0,-80.0
511000000.0,-80.0
511500000.0,-80.0
512000000.0,-80.0
512500000.0,-80.0
513000000.0,-80.0
513500000.0,-80.0
514000000.0,-80.0
514500000.0,-80.0
515000000.0,-80.0
515500000.0,-80.0
516000000.0,-80.0
516500000.0,-80.0
517000000.0,-80.0
517500000.0,-80.0
518000000.0,-80.0
518500000.0,-80.0
519000000.0,-80.0
519500000.0,-80.0
520000000.0,-80.0
520500000.0,-80.0
521000000.0,-80.0
521500000.0,-80.0
522000000.0,-80.0
522500000.0,-80.0
523000000.0,-80.0
523500000.0,-80.0
524000000.0,-80.0
524500000.0,-80.0
525000000.0,-80.0
525500000.0,-80.0
526000000.0,-80.0
526500000.0,-80.0
527000000.0,-80.0
527500000.0,-80.0
528000000.0,-80.0
528500000.0,-80.0
529000000.0,-80.0
529500000.0,-80.0
530000000.0,-80.0
530500000.0,-80.0
531000000.0,-80.0
531500000.0,-80.0
532000000.0,-80.0
532500000.0,-80.0
533000000.0,-80.0
533500000.0,-80.0
534000000.0,-80.0
534500000.0,-80.0
535000000.0,-80.0
535500000.0,-80.0
536000000.0,-80.0
536500000.0,-80.0
537000000.0,-80.0
537500000.0,-80.0
538000000.0,-80.0
538500000.0,-80.0
539000000.0,-80.0
539500000.0,-80.0
540000000.0,-80.0
540500000.0,-80.0
541000000.0,-80.0
541500000.0,-80.0
542000000.0,-80.0
542500000.0,-80.0
543000000.0,-80.0
543500000.0,-80.0
544000000.0,-80.0
544500000.0,-80.0
545000000.0,-80.0
545500000.0,-80.0
546000000.0,-80.0
546500000.0,-80.0
547000000.0,-80.0
547500000.0,-80.0
548000000.0,-80.0
548500000.0,-80.0
549000000.0,-80.0
549500000.0,-80.0
550000000.0,-80.0
550500000.0,-80.0
551000000.0,-80.0
551500000.0,-80.0
552000000.0,-80.0
552500000.0,-80.0
553000000.0,-80.0
553500000.0,-80.0
554000000.0,-80.0
554500000.0,-80.0
555000000.0,-80.0
555500000.0,-80.0
556000000.0,-80.0
556500000.0,-80.0
557000000.0,-80.0
557500000.0,-80.0
558000000.0,-80.0
558500000.0,-80.0
559000000.0,-80.0
559500000.0,-80.0
560000000.0,-80.0
560500000.0,-80.0
561000000.0,-80.0
561500000.0,-80.0
562000000.0,-80.0
562500000.0,-80.0
563000000.0,-80.0
563500000.0,-80.0
564000000.0,-80.0
564500000.0,-80.0
565000000.0,-80.0
565500000.0,-80.0
566000000.0,-80.0
566500000.0,-80.0
567000000.0,-80.0
567500000.0,-80.0
568000000.0,-80.0
568500000.0,-80.0
569000000.0,-80.0
569500000.0,-80.0
570000000.0,-80.0
570500000.0,-80.0
571000000.0,-80.0
571500000.0,-80.0
572000000.0,-80.0
572500000.0,-80.0
573000000.0,-80.0
573500000.0,-80.0
574000000.0,-80.0
574500000.0,-80.0
575000000.0,-80.0
575500000.0,-80.0
576000000.0,-80.0
576500000.0,-80.0
577000000.0,-80.0
577500000.0,-80.0
578000000.0,-80.0
578500000.0,-80.0
579000000.0,-80.0
579500000.0,-80.0
580000000.0,-80.0
580500000.0,-80.0
581000000.0,-80.0
581500000.0,-80.0
582000000.0,-80.0
582500000.0,-80.0
583000000.0,-80.0
583500000.0,-80.0
584000000.0,-80.0
584500000.0,-80.0
585000000.0,-80.0
585500000.0,-80.0
586000000.0,-80.0
586500000.0,-80.0
587000000.0,-80.0
587500000.0,-80.0
588000000.0,-80.0
588500000.0,-80.0
589000000.0,-80.0
589500000.0,-80.0
590000000.0,-80.0
590500000.0,-80.0
591000000.0,-80.0
591500000.0,-80.0
592000000.0,-80.0
592500000.0,-80.0
593000000.0,-80.0
593500000.0,-80.0
594000000.0,-80.0
594500000.0,-80.0
595000000.0,-80.0
595500000.0,-80.0
596000000.0,-80.0
596500000.0,-80.0
597000000.0,-80.0
597500000.0,-80.0
598000000.0,-80.0
598500000.0,-80.0
599000000.0,-80.0
599500000.0,-80.0
600000000.0,-80.0
600500000.0,-80.0
601000000.0,-80.0
601500000.0,-80.0
602000000.0,-80.0
602500000.0,-80.0
603000000.0,-80.0
603500000.0,-80.0
604000000.0,-80.0
604500000.0,-80.0
605000000.0,-80.0
605500000.0,-80.0
606000000.0,-80.0
606500000.0,-80.0
607000000.0,-80.0
607500000.0,-80.0
608000000.0,-80.0
608500000.0,-80.0
609000000.0,-80.0
609500000.0,-80.0
610000000.0,-80.0
610500000.0,-80.0
611000000.0,-80.0
611500000.0,-80.0
612000000.0,-80.0
612500000.0,-80.0
613000000.0,-80.0
613500000.0,-80.0
614000000.0,-80.0
614500000.0,-80.0
615000000.0,-80.0
615500000.0,-80.0
616000000.0,-80.0
616500000.0,-80.0
617000000.0,-80.0
617500000.0,-80.0
618000000.0,-80.0
618500000.0,-80.0
619000000.0,-80.0
619500000.0,-80.0
620000000.0,-80.0
620500000.0,-80.0
621000000.0,-80.0
621500000.0,-80.0
622000000.0,-80.0
622500000.0,-80.0
623000000.0,-80.0
623500000.0,-80.0
624000000.0,-80.0
624500000.0,-80.0
625000000.0,-80.0
625500000.0,-80.0
626000000.0,-80.0
626500000.0,-80.0
627000000.0,-80.0
627500000.0,-80.0
628000000.0,-80.0
628500000.0,-80.0
629000000.0,-80.0
629500000.0,-80.0
630000000.0,-80.0
630500000.0,-80.0
631000000.0,-80.0
631500000.0,-80.0
632000000.0,-80.0
632500000.0,-80.0
633000000.0,-80.0
633500000.0,-80.0
634000000.0,-80.0
634500000.0,-80.0
635000000.0,-80.0
635500000.0,-80.0
636000000.0,-80.0
636500000.0,-80.0
637000000.0,-80.0
637500000.0,-80.0
638000000.0,-80.0
638500000.0,-80.0
639000000.0,-80.0
639500000.0,-80.0
640000000.0,-80.0
640500000.0,-80.0
641000000.0,-80.0
641500000.0,-80.0
642000000.0,-80.0
642500000.0,-80.0
643000000.0,-80.0
643500000.0,-80.0
644000000.0,-80.0
644500000.0,-80.0
645000000.0,-80.0
645500000.0,-80.0
646000000.0,-80.0
646500000.0,-80.0
647000000.0,-80.0
647500000.0,-80.0
648000000.0,-80.0
648500000.0,-80.0
649000000.0,-80.0
649500000.0,-80.0
650000000.0,-80.0
650500000.0,-80.0
651000000.0,-80.0
651500000.0,-80.0
652000000.0,-80.0
652500000.0,-80.0
653000000.0,-80.0
653500000.0,-80.0
654000000.0,-80.0
654500000.0,-80.0
655000000.0,-80.0
655500000.0,-80.0
656000000.0,-80.0
656500000.0,-80.0
657000000.0,-80.0
657500000.0,-80.0
658000000.0,-80.0
658500000.0,-80.0
659000000.0,-80.0
659500000.0,-80.0
660000000.0,-80.0
660500000.0,-80.0
661000000.0,-80.0
661500000.0,-80.0
662000000.0,-80.0
662500000.0,-80.0
663000000.0,-80.0
663500000.0,-80.0
664000000.0,-80.0
664500000.0,-80.0
